match_id,game_identifier,scheduled,venue_name,venue_city,home_id,home_name,home_alias,home_market,away_id,away_name,away_alias,away_market,home_games_played,home_insufficient_data,home_recent_points,home_recent_field_goals_pct,home_recent_three_points_pct,home_recent_free_throws_pct,home_recent_assists,home_recent_steals,home_recent_blocks,home_recent_offensive_rebounds,home_recent_defensive_rebounds,home_recent_wins,home_recent_losses,home_recent_win_pct,home_recent_ppg,home_recent_opp_ppg,home_recent_point_diff,home_recent_scoring_trend,away_games_played,away_insufficient_data,away_recent_points,away_recent_field_goals_pct,away_recent_three_points_pct,away_recent_free_throws_pct,away_recent_assists,away_recent_steals,away_recent_blocks,away_recent_offensive_rebounds,away_recent_defensive_rebounds,away_recent_wins,away_recent_losses,away_recent_win_pct,away_recent_ppg,away_recent_opp_ppg,away_recent_point_diff,away_recent_scoring_trend,scoring_advantage_home,form_advantage_home,defensive_advantage_home,ball_control_advantage_home,home_points,away_points,total_points,point_differential,home_won,away_won
5f15eb8d-b34d-4e52-b0fa-1860c6038569,2025-04-10_DEN@SAC,2025-04-10T02:00:00Z,Golden 1 Center,Sacramento,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento Kings,SAC,,583ed102-fb46-11e1-82cb-f4ce4684ea4c,Denver Nuggets,DEN,,5,False,118.4,48.72,39.5,77.12,23.6,7.2,3.0,11.8,33.4,3,2,0.6,118.4,111.8,6.6,down,5,False,119.6,52.0,33.44,76.12,31.2,7.2,7.0,9.4,37.2,1,4,0.2,119.6,117.8,1.8,up,-1.2,0.4,6.0,-7.6,116,124,240,-8,0,1
a53b85dc-28ed-4037-94c5-642b0d5711a8,2025-04-10_OKC@PHX,2025-04-10T02:00:00Z,Mortgage Matchup Center,Phoenix,583ecfa8-fb46-11e1-82cb-f4ce4684ea4c,Phoenix Suns,PHX,,583ecfff-fb46-11e1-82cb-f4ce4684ea4c,Oklahoma City Thunder,OKC,,5,False,105.6,44.48,28.68,84.38,23.4,8.8,2.8,12.8,24.8,0,5,0.0,105.6,129.8,-24.2,up,5,False,122.0,47.7,39.58,76.78,26.8,9.6,6.2,10.6,29.6,3,2,0.6,122.0,118.2,3.8,up,-16.4,-0.6,-11.6,-3.4,112,125,237,-13,0,1
ba9de52f-b246-49b6-8af3-8a0ae4739c06,2025-04-10_SAS@GSW,2025-04-10T02:00:00Z,Chase Center,San Francisco,583ec825-fb46-11e1-82cb-f4ce4684ea4c,Golden State Warriors,GSW,,583ecd4f-fb46-11e1-82cb-f4ce4684ea4c,San Antonio Spurs,SAS,,5,False,120.8,45.78,40.26,81.94,28.6,11.2,2.4,14.8,32.0,4,1,0.8,120.8,109.2,11.6,up,5,False,111.4,46.68,36.76,73.02,26.6,7.8,4.2,9.4,33.2,1,4,0.2,111.4,115.6,-4.2,down,9.4,0.6,6.4,2.0,111,114,225,-3,0,1
43e8f74f-247f-466e-a995-0077605862a6,2025-04-10_POR@UTA,2025-04-10T01:00:00Z,Delta Center,Salt Lake City,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah Jazz,UTA,,583ed056-fb46-11e1-82cb-f4ce4684ea4c,Portland Trail Blazers,POR,,5,False,110.0,41.58,28.56,82.64,24.2,9.0,2.6,12.8,28.4,0,5,0.0,110.0,133.8,-23.8,down,5,False,113.0,44.72,29.78,75.36,23.4,9.8,5.0,15.2,33.8,3,2,0.6,113.0,110.6,2.4,down,-3.0,-0.6,-23.2,0.8,133,126,259,7,1,0
1a87b825-f31d-40bc-95cd-c9c57a232dd4,2025-04-10_MIA@CHI,2025-04-10T00:00:00Z,United Center,Chicago,583ec5fd-fb46-11e1-82cb-f4ce4684ea4c,Chicago Bulls,CHI,,583ecea6-fb46-11e1-82cb-f4ce4684ea4c,Miami Heat,MIA,,5,False,123.2,50.0,37.78,82.78,28.4,7.2,4.2,10.4,37.4,3,2,0.6,123.2,125.6,-2.4,up,5,False,116.8,47.24,38.84,80.94,26.2,8.6,3.8,12.6,35.8,3,2,0.6,116.8,106.6,10.2,up,6.4,0.0,-19.0,2.2,119,111,230,8,1,0
6767eb38-2bf1-4947-a0bd-38f93f2edace,2025-04-09_CHA@TOR,2025-04-09T23:30:00Z,Scotiabank Arena,Toronto,583ecda6-fb46-11e1-82cb-f4ce4684ea4c,Toronto Raptors,TOR,,583ec97e-fb46-11e1-82cb-f4ce4684ea4c,Charlotte Hornets,CHA,,5,False,114.6,46.12,38.56,72.24,30.0,11.2,3.6,12.8,29.6,2,3,0.4,114.6,116.8,-2.2,up,5,False,106.8,48.02,31.94,72.7,23.4,3.6,3.0,9.0,33.8,1,4,0.2,106.8,121.0,-14.2,stable,7.8,0.2,4.2,6.6,126,96,222,30,1,0
b1b1be55-9a9f-42a2-afc6-4ec575c252c0,2025-04-09_LAL@DAL,2025-04-09T23:30:00Z,American Airlines Center,Dallas,583ecf50-fb46-11e1-82cb-f4ce4684ea4c,Dallas Mavericks,DAL,,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles Lakers,LAL,,5,False,108.8,47.26,30.94,72.46,24.2,6.4,5.4,8.0,34.4,2,3,0.4,108.8,119.8,-11.0,up,5,False,118.0,47.52,42.42,83.24,23.4,6.2,3.8,10.4,31.2,3,2,0.6,118.0,112.8,5.2,down,-9.2,-0.2,-7.0,0.8,97,112,209,-15,0,1
085b925e-d8cf-422f-bab1-481d241da005,2025-04-09_BOS@ORL,2025-04-09T23:00:00Z,Kia Center,Orlando,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando Magic,ORL,,583eccfa-fb46-11e1-82cb-f4ce4684ea4c,Boston Celtics,BOS,,5,False,110.4,46.6,37.86,81.82,25.4,10.4,5.4,11.0,31.4,4,1,0.8,110.4,100.2,10.2,down,5,False,117.2,46.42,36.54,81.82,28.2,4.4,4.4,15.0,34.2,4,1,0.8,117.2,107.4,9.8,down,-6.8,0.0,7.2,-2.8,96,76,172,20,1,0
4a84f3de-6fdb-4f2e-bd2e-e9aaaff577eb,2025-04-09_PHI@WAS,2025-04-09T23:00:00Z,Capital One Arena,Washington,583ec8d4-fb46-11e1-82cb-f4ce4684ea4c,Washington Wizards,WAS,,583ec87d-fb46-11e1-82cb-f4ce4684ea4c,Philadelphia 76ers,PHI,,5,False,99.0,43.58,32.92,75.9,20.2,6.2,4.2,8.8,31.2,1,4,0.2,99.0,113.6,-14.6,up,5,False,105.4,45.82,28.74,74.74,24.8,8.2,5.4,11.4,30.0,0,5,0.0,105.4,117.8,-12.4,down,-6.4,0.2,4.2,-4.6,103,122,225,-19,0,1
014a6956-923c-4d55-b34a-ad155b3b68bf,2025-04-09_SAS@LAC,2025-04-09T02:30:00Z,Intuit Dome,Inglewood,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA Clippers,LAC,,583ecd4f-fb46-11e1-82cb-f4ce4684ea4c,San Antonio Spurs,SAS,,5,False,116.2,50.12,38.28,78.54,24.8,9.8,4.0,8.8,34.0,4,1,0.8,116.2,101.4,14.8,down,5,False,109.2,45.62,36.28,73.02,26.8,7.0,4.0,9.2,33.4,1,4,0.2,109.2,120.8,-11.6,down,7.0,0.6,19.4,-2.0,122,117,239,5,1,0
966e3159-efaf-4bf1-9f80-8d6805d4695d,2025-04-09_GSW@PHX,2025-04-09T02:00:00Z,Mortgage Matchup Center,Phoenix,583ecfa8-fb46-11e1-82cb-f4ce4684ea4c,Phoenix Suns,PHX,,583ec825-fb46-11e1-82cb-f4ce4684ea4c,Golden State Warriors,GSW,,5,False,108.4,46.9,32.82,80.88,24.6,7.6,2.8,11.8,24.4,0,5,0.0,108.4,128.0,-19.6,up,5,False,123.8,47.64,42.3,81.24,30.8,11.8,2.4,13.0,31.2,4,1,0.8,123.8,111.4,12.4,up,-15.4,-0.8,-16.6,-6.2,95,133,228,-38,0,1
0509de68-9e4d-4e28-bc2e-a3347d10ae12,2025-04-09_LAL@OKC,2025-04-09T00:00:00Z,Paycom Center,Oklahoma City,583ecfff-fb46-11e1-82cb-f4ce4684ea4c,Oklahoma City Thunder,OKC,,583ecae2-fb46-11e1-82cb-f4ce4684ea4c,Los Angeles Lakers,LAL,,5,False,121.2,47.92,39.3,79.3,26.8,9.6,6.0,9.2,31.6,3,2,0.6,121.2,116.4,4.8,up,5,False,120.8,48.38,42.26,86.62,25.2,7.2,3.2,9.6,31.4,4,1,0.8,120.8,111.0,9.8,stable,0.4,-0.2,-5.4,1.6,136,120,256,16,1,0
7a07d62d-fc47-40dc-9fd3-4ebb1e82e1f3,2025-04-09_MIN@MIL,2025-04-09T00:00:00Z,Fiserv Forum,Milwaukee,583ecefd-fb46-11e1-82cb-f4ce4684ea4c,Milwaukee Bucks,MIL,,583eca2f-fb46-11e1-82cb-f4ce4684ea4c,Minnesota Timberwolves,MIN,,5,False,123.0,54.2,42.44,76.4,28.6,6.8,4.2,6.0,34.6,4,1,0.8,123.0,120.6,2.4,up,5,False,121.2,49.5,37.76,73.18,27.8,6.2,6.4,14.4,34.8,5,0,1.0,121.2,110.2,11.0,up,1.8,-0.2,-10.4,0.8,110,103,213,7,1,0
42c9da36-5c47-4d9c-8736-1fa3473055d3,2025-04-08_BOS@NYK,2025-04-08T23:30:00Z,Madison Square Garden,New York,583ec70e-fb46-11e1-82cb-f4ce4684ea4c,New York Knicks,NYK,,583eccfa-fb46-11e1-82cb-f4ce4684ea4c,Boston Celtics,BOS,,5,False,110.6,49.62,40.78,81.52,26.8,8.2,4.8,10.0,31.2,4,1,0.8,110.6,102.2,8.4,down,5,False,117.6,46.8,35.44,81.38,29.4,3.2,4.4,16.2,36.2,4,1,0.8,117.6,106.2,11.4,down,-7.0,0.0,4.0,-2.6,117,119,236,-2,0,1
